time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,place,type,horizontalError,depthError,magError,magNst,tsunami
2024-06-10T19:58:13.786Z,21.4067,111.4775,112.1,5.1,mb,85.0,57.0,1.101,0.37,us,us700001d82,near the coast of Chile,earthquake,1.12,9.42,0.097,51,0
2024-06-11T06:55:40.317Z,1.7779,161.8463,4.8,4.86,mb,75.0,97.9,2.623,0.46,nc,us700001d83,off the coast of Japan,earthquake,1.1,11.25,0.055,45,0
2024-06-11T17:53:06.848Z,31.8625,-70.7027,117.46,4.63,mww,77.0,111.7,1.505,0.97,us,us700001d84,south of Fiji,earthquake,6.8,3.52,0.102,46,0
2024-06-12T04:50:33.379Z,19.4002,146.913,9.25,4.93,mww,73.0,94.0,4.638,1.07,us,us700001d85,near Vanuatu,earthquake,1.22,3.21,0.179,43,0
2024-06-12T15:47:59.909Z,36.4864,93.3536,110.1,4.95,mww,75.0,113.1,2.103,0.0,us,us700001d86,Nepal region,earthquake,,2.0,0.089,45,0
2024-06-13T02:45:26.440Z,-14.7258,116.076,7.22,5.5,md,87.0,92.6,0.996,0.61,us,us700001d87,near the coast of Chile,earthquake,1.49,1.03,0.084,52,0
2024-06-13T13:42:52.971Z,33.6272,89.0322,193.33,5.3,mb,74.0,147.5,2.468,0.62,us,us700001d88,Nepal region,earthquake,1.97,5.83,0.32,44,0
2024-06-14T00:40:19.502Z,-0.5573,131.0057,261.82,5.15,ml,77.0,78.9,0.876,0.68,us,us700001d89,near the coast of Chile,earthquake,12.93,3.78,0.067,46,0
2024-06-14T11:37:46.033Z,34.4547,-179.0463,6.15,4.57,mww,77.0,11.7,0.36,0.5,nc,us700001d8a,off the coast of Japan,earthquake,4.87,13.0,0.023,46,0
2024-06-14T22:35:12.564Z,45.511,13.3658,101.46,5.27,mb,91.0,32.9,1.49,0.8,us,us700001d8b,Turkey,earthquake,,1.18,0.233,54,0
2024-06-15T09:32:39.094Z,34.017,-66.7586,365.76,4.92,ml,77.0,145.0,0.655,0.94,us,us700001d8c,various,earthquake,1.95,2.64,0.045,46,0
2024-06-15T20:30:05.625Z,34.5092,7.1837,3.27,5.85,mb,85.0,75.7,0.038,0.85,ak,us700001d8d,Turkey,earthquake,2.94,17.82,0.111,51,0
2024-06-16T07:27:32.156Z,37.4595,168.3948,133.52,6.01,mww,89.0,26.9,0.361,0.1,us,us700001d8e,near the coast of Chile,earthquake,,4.88,0.297,53,0
2024-06-16T18:24:58.687Z,-5.9248,-81.4697,2.02,4.53,mww,75.0,31.8,0.274,0.59,us,us700001d8f,Papua New Guinea region,earthquake,4.72,2.73,0.157,45,0
2024-06-17T05:22:25.218Z,-4.4805,153.2159,125.11,5.53,mww,97.0,14.1,2.376,0.48,us,us700001d90,Papua New Guinea region,earthquake,4.56,1.89,0.199,58,0
2024-06-17T16:19:51.748Z,12.4644,115.4562,130.89,4.52,md,81.0,41.7,1.946,0.49,us,us700001d91,Papua New Guinea region,earthquake,2.34,1.27,0.075,48,0
2024-06-18T03:17:18.279Z,-37.6725,112.7439,5.87,4.77,mww,72.0,148.1,1.43,0.65,ak,us700001d92,near the coast of Chile,earthquake,4.19,11.25,0.081,43,0
2024-06-18T14:14:44.810Z,-6.5904,140.3061,0.01,4.97,mww,76.0,56.0,4.085,0.17,us,us700001d93,off the coast of Japan,earthquake,1.57,3.05,0.026,45,0
2024-06-19T01:12:11.341Z,-29.4292,135.1659,25.98,4.6,ml,82.0,45.0,0.294,1.19,us,us700001d94,off the coast of Japan,earthquake,3.53,12.6,0.13,49,0
2024-06-19T12:09:37.872Z,33.3839,79.707,39.45,5.32,mb,73.0,103.5,0.267,1.31,us,us700001d95,northern India,earthquake,3.46,2.73,0.156,43,0
2024-06-19T23:07:04.403Z,40.5352,43.308,0.76,4.51,mww,85.0,104.4,3.597,0.77,us,us700001d96,Iran,earthquake,4.49,12.45,0.095,51,0
2024-06-20T10:04:30.933Z,23.6958,131.1705,11.06,4.61,mb,68.0,145.5,1.561,0.5,us,us700001d97,off the coast of Japan,earthquake,1.83,7.64,0.212,40,0
2024-06-20T21:01:57.464Z,0.7166,-30.2797,3.76,5.02,mww,73.0,112.1,1.223,0.9,us,us700001d98,various,earthquake,1.37,2.58,0.032,43,0
2024-06-21T07:59:23.995Z,39.332,-12.2967,3.82,5.25,mb,84.0,25.4,2.02,0.43,us,us700001d99,Iran,earthquake,11.26,3.22,0.029,50,0
2024-06-21T18:56:50.526Z,-1.8899,-141.0721,35.11,5.99,mww,88.0,148.0,0.496,1.02,nc,us700001d9a,near Vanuatu,earthquake,1.5,12.48,0.034,52,0
2024-06-22T05:54:17.057Z,9.5355,-79.4163,0.06,5.23,ml,75.0,115.0,1.355,1.23,us,us700001d9b,near Vanuatu,earthquake,2.23,6.45,0.219,45,0
2024-06-22T16:51:43.587Z,41.2748,25.7852,6.02,5.17,mb,84.0,46.3,0.835,0.59,us,us700001d9c,central Italy,earthquake,7.15,,0.041,50,0
2024-06-23T03:49:10.118Z,4.198,109.2406,4.18,4.8,mww,83.0,46.6,0.55,0.84,us,us700001d9d,near Vanuatu,earthquake,3.71,4.95,0.028,49,0
2024-06-23T14:46:36.649Z,47.9961,-40.8333,0.79,4.5,mww,87.0,144.4,3.135,0.96,ak,us700001d9e,various,earthquake,1.73,1.25,0.178,52,0
2024-06-24T01:44:03.180Z,16.831,-119.0018,0.23,4.58,mww,70.0,37.0,0.263,0.49,nc,us700001d9f,Papua New Guinea region,earthquake,2.96,8.86,0.14,42,0
2024-06-24T12:41:29.711Z,34.753,162.8417,100.51,4.96,mb,70.0,41.9,0.027,0.51,nc,us700001da0,near the coast of Chile,earthquake,6.51,7.02,0.037,42,0
2024-06-24T23:38:56.242Z,44.9841,-83.089,6.72,5.17,mww,69.0,60.3,0.667,0.5,us,us700001da1,various,earthquake,14.59,4.39,0.164,41,0
2024-06-25T10:36:22.772Z,-37.3029,-132.1523,700.0,4.82,mww,80.0,105.1,0.332,0.8,us,us700001da2,various,earthquake,4.09,5.75,0.055,48,0
2024-06-25T21:33:49.303Z,54.5464,151.8876,40.16,5.29,mb,83.0,70.2,2.499,0.55,us,us700001da3,near Vanuatu,earthquake,1.88,2.05,0.023,49,0
2024-06-26T08:31:15.834Z,32.792,80.343,3.14,4.94,mww,90.0,53.6,0.203,0.5,us,us700001da4,northern India,earthquake,6.02,11.41,0.024,54,0
2024-06-26T19:28:42.365Z,-7.2889,143.4647,124.58,4.55,ml,81.0,47.5,4.159,1.21,us,us700001da5,near Vanuatu,earthquake,5.96,1.96,0.033,48,0
2024-06-27T06:26:08.896Z,29.6539,94.3411,40.9,4.63,mb,80.0,27.5,0.275,0.61,ci,us700001da6,northern India,earthquake,7.6,5.47,0.191,48,0
2024-06-27T17:23:35.426Z,-0.3769,-29.8741,154.49,5.6,ml,86.0,86.5,3.301,0.49,ci,us700001da7,various,earthquake,1.44,3.58,0.071,51,0
2024-06-28T04:21:01.957Z,39.3658,127.956,22.76,5.27,md,85.0,48.3,0.277,1.01,us,us700001da8,south of Fiji,earthquake,2.36,4.2,0.067,51,0
2024-06-28T15:18:28.488Z,3.3344,-82.45,312.71,5.85,mb,80.0,56.4,0.074,0.48,us,us700001da9,near the coast of Chile,earthquake,1.8,1.92,0.178,48,0
2024-06-29T02:15:55.019Z,6.0981,127.7821,18.21,4.58,ml,74.0,11.1,1.004,0.73,us,us700001daa,near Vanuatu,earthquake,1.73,1.8,0.124,44,0
2024-06-29T13:13:21.550Z,40.8181,-66.6069,5.97,7.28,mww,106.0,84.4,0.661,0.62,us,us700001dab,100 km ESE of Kamchatka,earthquake,2.36,2.59,0.234,63,0
2024-06-30T00:10:48.081Z,43.615,-99.1679,3.23,4.64,mww,78.0,107.5,1.366,0.64,nc,us700001dac,off the coast of Japan,earthquake,1.15,1.12,0.023,46,0
2024-06-30T11:08:14.611Z,34.7378,86.2707,2.42,4.51,ml,79.0,139.9,1.535,0.11,ak,us700001dad,Nepal region,earthquake,6.65,1.52,0.038,47,0
2024-06-30T22:05:41.142Z,-14.714,124.0897,121.5,8.08,mww,98.0,37.6,4.086,0.73,us,us700001dae,off the coast of Japan,earthquake,6.73,2.81,0.212,58,0
2024-07-01T09:03:07.673Z,38.1129,140.158,498.95,4.7,mww,65.0,138.7,4.577,0.85,us,us700001daf,off the coast of Japan,earthquake,9.61,4.74,0.343,39,0
2024-07-01T20:00:34.204Z,33.8043,69.8425,3.73,5.16,mb,81.0,60.6,1.025,0.85,us,us700001db0,northern India,earthquake,1.22,2.73,0.055,48,0
2024-07-02T06:58:00.735Z,-3.7623,114.9952,599.24,4.62,mb,77.0,122.3,0.351,1.2,us,us700001db1,near Vanuatu,earthquake,3.54,1.3,0.024,46,0
2024-07-02T17:55:27.265Z,-25.6695,-76.2342,9.36,5.02,mb,79.0,135.6,0.426,0.34,us,us700001db2,100 km ESE of Kamchatka,earthquake,1.02,7.45,0.021,47,0
2024-07-03T04:52:53.796Z,24.8755,-84.5457,6.03,5.91,md,96.0,144.6,0.158,0.32,us,us700001db3,south of Fiji,earthquake,3.67,1.69,0.023,57,0
2024-07-03T15:50:20.327Z,38.3844,67.0891,12.21,4.73,ml,80.0,55.6,0.492,0.84,ci,us700001db4,Iran,earthquake,1.31,1.23,0.128,48,0
2024-07-04T02:47:46.858Z,-38.8363,115.0695,32.34,5.17,mww,66.0,46.5,3.635,0.39,us,us700001db5,Papua New Guinea region,earthquake,2.46,2.74,0.049,39,0
2024-07-04T13:45:13.389Z,30.624,85.4345,4.19,4.62,mww,87.0,71.5,0.68,1.03,us,us700001db6,Nepal region,earthquake,2.17,3.49,0.066,52,0
2024-07-05T00:42:39.919Z,-0.3147,123.3083,2.81,5.09,mww,73.0,,1.489,0.81,us,us700001db7,south of Fiji,earthquake,2.21,9.91,0.066,43,0
2024-07-05T11:40:06.450Z,42.8173,36.7976,29.74,4.75,ml,74.0,106.7,5.964,0.8,us,us700001db8,Turkey,earthquake,1.64,2.14,0.048,44,0
2024-07-05T22:37:32.981Z,42.2617,12.8301,163.69,4.64,mb,84.0,106.9,0.169,0.67,us,us700001db9,Iran,earthquake,1.33,4.54,0.04,50,0
2024-07-06T09:34:59.512Z,42.6264,3.1054,700.0,4.73,mb,78.0,26.3,2.24,0.56,us,us700001dba,central Italy,earthquake,1.05,2.29,0.094,46,0
2024-07-06T20:32:26.043Z,-31.2382,-146.4969,14.93,4.62,md,79.0,95.7,1.804,,us,us700001dbb,south of Fiji,earthquake,5.17,1.51,0.027,47,0
2024-07-07T07:29:52.574Z,18.4554,-116.5426,10.75,5.89,mww,92.0,33.5,2.564,0.85,us,us700001dbc,off the coast of Japan,earthquake,8.44,5.06,0.081,55,1
2024-07-07T18:27:19.104Z,18.7266,-38.6503,9.13,4.8,md,75.0,109.6,0.221,0.76,us,us700001dbd,various,earthquake,7.76,6.53,0.074,45,0
2024-07-08T05:24:45.635Z,-2.5036,147.9675,2.04,4.67,mb,78.0,146.7,1.045,0.57,us,us700001dbe,south of Fiji,earthquake,4.01,4.14,0.054,46,0
2024-07-08T16:22:12.166Z,16.809,154.1968,159.65,4.86,ml,73.0,117.9,1.5,0.09,ak,us700001dbf,100 km ESE of Kamchatka,earthquake,1.39,2.64,0.029,43,0
2024-07-09T03:19:38.697Z,37.5939,38.8019,39.39,4.73,ml,89.0,107.3,2.141,0.49,ak,us700001dc0,Turkey,earthquake,3.52,18.64,0.127,53,0
2024-07-09T14:17:05.228Z,31.5573,67.4182,7.42,5.32,mb,96.0,20.8,1.87,0.53,us,us700001dc1,Afghanistan,earthquake,1.31,1.14,0.112,57,0
2024-07-10T01:14:31.758Z,-38.5256,-121.6904,233.0,6.63,mww,92.0,35.8,1.269,0.79,us,us700001dc2,south of Fiji,earthquake,3.16,4.22,0.156,55,0
2024-07-10T12:11:58.289Z,38.8191,-10.5697,174.27,4.85,mww,73.0,59.7,0.95,1.12,ak,us700001dc3,Greece,earthquake,6.85,5.42,0.096,43,0
2024-07-10T23:09:24.820Z,38.0818,18.5373,10.94,5.68,mb,81.0,140.7,4.264,0.2,us,us700001dc4,Greece,earthquake,1.67,3.2,0.092,48,0
2024-07-11T10:06:51.351Z,-34.989,128.0514,105.71,5.0,mb,85.0,56.3,0.301,0.46,us,us700001dc5,south of Fiji,earthquake,9.11,1.57,0.048,51,0
2024-07-11T21:04:17.882Z,36.1401,22.3951,0.53,4.6,mww,66.0,123.9,0.343,0.42,ak,us700001dc6,central Italy,earthquake,2.46,1.79,0.071,39,0
2024-07-12T08:01:44.413Z,28.851,82.8587,14.39,5.2,ml,80.0,24.5,0.177,0.34,ci,us700001dc7,Nepal region,earthquake,1.74,12.66,0.097,48,0
2024-07-12T18:59:10.943Z,-3.2271,-70.0172,0.7,4.93,mww,86.0,102.7,0.179,0.75,ak,us700001dc8,various,earthquake,3.09,10.41,0.028,51,0
2024-07-13T05:56:37.474Z,40.997,-80.6113,134.2,5.13,mb,82.0,119.1,3.101,0.8,us,us700001dc9,near Vanuatu,earthquake,7.1,1.77,0.142,49,0
2024-07-13T16:54:04.005Z,36.2556,55.1661,1.1,5.82,md,86.0,86.0,1.399,0.58,nc,us700001dca,Greece,earthquake,1.95,1.24,0.288,51,1
2024-07-14T03:51:30.536Z,12.5145,114.0206,10.9,4.85,mww,75.0,117.4,4.102,0.81,ci,us700001dcb,south of Fiji,earthquake,1.57,1.76,0.369,45,0
2024-07-14T14:48:57.067Z,40.4808,-92.9776,8.19,5.89,ml,86.0,111.3,3.269,1.42,ak,us700001dcc,near the coast of Chile,earthquake,4.06,9.42,0.187,51,0
2024-07-15T01:46:23.597Z,40.99,31.8088,164.97,5.33,mww,79.0,76.8,0.536,0.78,us,us700001dcd,Iran,earthquake,4.54,1.42,0.186,47,0
2024-07-15T12:43:50.128Z,-20.8179,-123.1786,105.34,4.9,md,76.0,131.2,1.538,0.03,us,us700001dce,near Vanuatu,earthquake,1.22,1.71,0.038,45,0
2024-07-15T23:41:16.659Z,-39.6238,124.0958,10.8,5.05,mww,87.0,57.8,0.716,0.74,us,us700001dcf,south of Fiji,earthquake,1.87,5.91,0.06,52,0
2024-07-16T10:38:43.190Z,2.4719,-118.9168,134.16,4.74,mb,69.0,69.6,3.133,0.75,us,us700001dd0,off the coast of Japan,earthquake,1.38,7.82,0.163,41,0
2024-07-16T21:36:09.721Z,17.4918,-174.1151,1.09,6.97,md,89.0,85.6,1.988,0.36,us,us700001dd1,100 km ESE of Kamchatka,earthquake,4.72,4.15,0.024,53,1
2024-07-17T08:33:36.252Z,-13.2238,143.4553,266.27,5.16,ml,93.0,28.3,0.198,0.68,us,us700001dd2,100 km ESE of Kamchatka,earthquake,3.26,1.87,0.029,55,0
2024-07-17T19:31:02.782Z,32.6286,150.1451,436.72,4.53,mww,74.0,82.1,0.438,0.79,nc,us700001dd3,near Vanuatu,earthquake,7.77,7.59,0.122,44,0
2024-07-18T06:28:29.313Z,35.083,37.9224,0.26,4.74,mb,75.0,55.4,1.608,0.62,us,us700001dd4,central Italy,earthquake,4.39,2.86,0.077,45,0
2024-07-18T17:25:55.844Z,-3.5592,-90.0948,25.75,5.09,ml,96.0,45.9,0.424,0.99,us,us700001dd5,100 km ESE of Kamchatka,earthquake,1.96,5.48,0.135,57,0
2024-07-19T04:23:22.375Z,46.6032,11.4503,26.94,4.53,ml,70.0,90.8,1.145,0.7,nc,us700001dd6,central Italy,earthquake,2.24,2.14,0.05,42,0
2024-07-19T15:20:48.906Z,15.4423,-27.0964,17.97,4.51,mb,70.0,56.1,0.42,0.6,nc,us700001dd7,various,earthquake,2.63,4.23,0.028,42,0
2024-07-20T02:18:15.436Z,-32.6218,-123.1933,104.34,4.86,mb,58.0,259.5,1.721,0.18,ci,us700001dd8,south of Fiji,earthquake,1.31,2.64,0.197,34,0
2024-07-20T13:15:41.967Z,-2.7481,146.6864,15.09,4.74,mb,77.0,67.4,0.117,0.17,ci,us700001dd9,Papua New Guinea region,earthquake,8.63,2.06,0.173,46,0
2024-07-21T00:13:08.498Z,45.0138,31.5016,62.18,4.85,mww,82.0,67.8,1.916,0.27,ak,us700001dda,central Italy,earthquake,4.6,6.23,0.082,49,0
2024-07-21T11:10:35.029Z,33.9035,11.4127,390.3,4.68,mb,77.0,147.5,0.616,0.81,us,us700001ddb,Iran,earthquake,4.88,9.08,,46,0
2024-07-21T22:08:01.560Z,1.9724,-175.823,12.68,4.61,mww,71.0,57.8,0.906,0.47,us,us700001ddc,off the coast of Japan,earthquake,4.23,9.3,0.045,42,0
2024-07-22T09:05:28.091Z,43.4231,25.7308,9.26,5.2,md,79.0,28.4,0.991,0.29,us,us700001ddd,Iran,earthquake,2.76,3.32,0.066,47,0
2024-07-22T20:02:54.621Z,18.73,128.8041,15.23,4.93,ml,79.0,132.7,0.324,0.57,nc,us700001dde,off the coast of Japan,earthquake,2.43,10.57,0.048,47,0
2024-07-23T07:00:21.152Z,33.8541,-62.0652,15.16,4.63,ml,73.0,138.4,4.275,0.58,us,us700001ddf,near the coast of Chile,earthquake,3.39,3.94,0.029,43,0
2024-07-23T17:57:47.683Z,1.9374,114.4691,16.11,4.73,mww,79.0,41.7,0.0,0.37,us,us700001de0,100 km ESE of Kamchatka,earthquake,5.01,2.74,0.126,47,0
2024-07-24T04:55:14.214Z,24.5236,-67.5291,41.98,5.04,mb,83.0,133.5,0.7,0.69,us,us700001de1,south of Fiji,earthquake,2.32,6.69,0.11,49,0
2024-07-24T15:52:40.745Z,0.8004,169.1451,8.92,4.54,mww,86.0,79.2,0.206,1.09,nc,us700001de2,near Vanuatu,earthquake,3.04,2.29,0.079,51,0
2024-07-25T02:50:07.275Z,42.3935,25.4003,196.58,4.6,mb,74.0,16.1,0.669,0.3,us,us700001de3,Greece,earthquake,4.17,3.09,0.217,44,0
2024-07-25T13:47:33.806Z,34.4097,71.4446,2.4,4.55,mb,82.0,86.8,0.165,0.73,ak,us700001de4,northern India,earthquake,1.97,7.39,0.088,49,0
2024-07-26T00:45:00.337Z,-8.0539,152.2598,501.83,5.5,mww,93.0,128.8,0.714,0.24,us,us700001de5,south of Fiji,earthquake,6.37,3.7,0.08,55,0
2024-07-26T11:42:26.868Z,40.4522,98.3528,225.84,5.34,mww,77.0,65.5,0.323,1.01,us,us700001de6,various,earthquake,1.72,1.55,0.134,46,0
2024-07-26T22:39:53.399Z,37.4792,1.9435,2.02,5.34,mww,82.0,87.1,1.21,0.26,us,us700001de7,Turkey,earthquake,6.95,13.32,0.024,49,0
2024-07-27T09:37:19.929Z,-26.2687,133.8532,698.83,5.26,ml,77.0,29.7,0.018,0.04,us,us700001de8,off the coast of Japan,earthquake,1.01,1.05,0.053,46,0
2024-07-27T20:34:46.460Z,30.134,-80.8155,27.43,5.16,mww,70.0,127.9,1.058,0.71,nc,us700001de9,off the coast of Japan,earthquake,4.1,2.13,0.199,42,0
2024-07-28T07:32:12.991Z,38.0038,25.3858,43.01,4.89,ml,66.0,25.0,0.499,0.31,us,us700001dea,Turkey,earthquake,2.93,7.57,0.034,39,0
2024-07-28T18:29:39.522Z,35.0799,-29.0388,154.61,5.12,mww,85.0,23.2,0.582,1.23,us,us700001deb,various,earthquake,1.85,8.47,0.191,51,0
2024-07-29T05:27:06.053Z,37.3103,134.7545,5.74,4.52,mww,79.0,140.7,0.657,0.23,ak,us700001dec,near the coast of Chile,earthquake,,5.52,0.121,47,0
2024-07-29T16:24:32.584Z,43.7788,-24.5974,17.71,5.08,mww,79.0,132.3,1.586,0.14,ci,us700001ded,Greece,earthquake,1.72,4.8,0.182,47,0
2024-07-30T03:21:59.114Z,20.9097,162.0385,254.9,5.4,mb,75.0,90.5,2.127,0.66,ak,us700001dee,Papua New Guinea region,earthquake,3.03,8.15,0.028,45,0
2024-07-30T14:19:25.645Z,19.0373,157.9911,13.0,4.92,mww,67.0,24.9,0.6,0.07,us,us700001def,near Vanuatu,earthquake,3.45,6.47,0.142,40,0
2024-07-31T01:16:52.176Z,-7.635,-81.9171,9.67,4.77,mb,82.0,86.4,3.885,0.14,us,us700001df0,Papua New Guinea region,earthquake,10.32,16.7,0.171,49,0
2024-07-31T12:14:18.707Z,28.4434,99.2043,13.04,4.69,mb,77.0,138.9,2.057,,ak,us700001df1,Nepal region,earthquake,4.05,3.47,0.023,46,0
2024-07-31T23:11:45.238Z,-39.0483,-158.8629,6.78,5.12,mww,83.0,95.7,0.776,0.28,us,us700001df2,Papua New Guinea region,earthquake,1.23,2.26,0.15,49,0
2024-08-01T10:09:11.768Z,21.7577,-151.347,3.34,5.21,mww,82.0,37.8,0.154,0.39,us,us700001df3,off the coast of Japan,earthquake,2.62,1.02,0.087,49,0
2024-08-01T21:06:38.299Z,-40.3041,145.7333,4.35,5.73,mww,79.0,136.8,1.233,0.4,us,us700001df4,south of Fiji,earthquake,7.02,2.6,0.021,47,0
2024-08-02T08:04:04.830Z,59.5477,-28.939,143.86,4.75,mb,76.0,131.2,1.427,0.32,us,us700001df5,various,earthquake,5.29,8.0,0.124,45,0
2024-08-02T19:01:31.361Z,34.6108,92.2955,28.71,5.38,mb,85.0,86.5,0.22,0.86,us,us700001df6,northern India,earthquake,1.16,1.14,0.048,51,0
2024-08-03T05:58:57.892Z,-42.4687,132.2978,3.48,4.99,mb,76.0,129.3,2.866,0.56,us,us700001df7,near the coast of Chile,earthquake,3.63,5.69,0.355,45,0
2024-08-03T16:56:24.423Z,17.6248,-110.5485,5.01,5.79,mb,78.0,17.9,0.721,0.6,us,us700001df8,various,earthquake,1.37,1.18,0.402,46,0
2024-08-04T03:53:50.953Z,1.6897,-114.3725,13.94,4.95,mww,77.0,74.6,0.248,0.58,ak,us700001df9,100 km ESE of Kamchatka,earthquake,1.31,3.58,0.02,46,0
2024-08-04T14:51:17.484Z,42.1342,114.4597,207.47,4.94,mww,88.0,34.9,1.104,0.57,nc,us700001dfa,100 km ESE of Kamchatka,earthquake,10.82,3.2,0.034,52,0
2024-08-05T01:48:44.015Z,-40.2914,154.1283,285.23,5.02,mww,75.0,127.3,0.822,0.63,us,us700001dfb,Papua New Guinea region,earthquake,4.61,12.03,0.092,45,0
2024-08-05T12:46:10.546Z,-10.6981,164.7754,15.95,5.33,mww,81.0,146.0,1.541,0.75,us,us700001dfc,Papua New Guinea region,earthquake,1.35,2.54,0.119,48,0
2024-08-05T23:43:37.077Z,-3.9276,165.7223,36.25,6.51,mww,102.0,140.3,0.284,0.93,us,us700001dfd,south of Fiji,earthquake,2.24,4.06,,61,0
2024-08-06T10:41:03.607Z,38.3567,-12.87,0.39,4.55,mww,73.0,80.5,0.031,0.9,nc,us700001dfe,central Italy,earthquake,4.41,,0.148,43,0
2024-08-06T21:38:30.138Z,38.6464,19.8888,3.45,4.53,md,68.0,,0.971,1.36,us,us700001dff,Turkey,earthquake,8.08,2.37,0.039,40,0
2024-08-07T08:35:56.669Z,42.6587,22.7355,7.62,6.16,mww,100.0,137.2,0.257,0.36,us,us700001e00,central Italy,earthquake,1.21,2.14,0.056,60,0
2024-08-07T19:33:23.200Z,43.5763,33.7132,150.65,4.95,mb,71.0,111.0,0.255,0.39,us,us700001e01,Iran,earthquake,1.26,2.35,0.097,42,0
2024-08-08T06:30:49.731Z,34.6246,81.0671,293.35,5.07,md,79.0,20.4,1.699,0.83,us,us700001e02,Nepal region,earthquake,1.36,1.55,0.035,47,0
2024-08-08T17:28:16.262Z,-1.9596,153.7645,16.55,4.9,mww,72.0,28.0,0.449,0.33,us,us700001e03,south of Fiji,earthquake,3.36,1.49,0.187,43,0
2024-08-09T04:25:42.792Z,38.6033,30.4152,225.0,4.56,ml,77.0,143.2,2.749,0.61,nc,us700001e04,Turkey,earthquake,2.87,4.59,0.174,46,0
2024-08-09T15:23:09.323Z,38.7769,49.3746,144.68,5.38,mww,77.0,61.2,1.085,1.29,us,us700001e05,central Italy,earthquake,1.54,1.42,0.135,46,0
2024-08-10T02:20:35.854Z,50.2018,86.3858,18.97,5.33,mww,95.0,36.2,1.405,1.13,us,us700001e06,various,earthquake,3.3,1.86,0.06,57,0
2024-08-10T13:18:02.385Z,-37.5019,-160.2067,1.11,4.72,md,88.0,113.0,0.58,0.33,us,us700001e07,off the coast of Japan,earthquake,2.26,1.75,0.107,52,0
2024-08-11T00:15:28.916Z,27.0908,-68.7314,6.07,4.72,mb,62.0,133.2,0.38,0.21,us,us700001e08,south of Fiji,earthquake,1.55,1.6,0.021,37,0
2024-08-11T11:12:55.446Z,42.0142,-17.9228,526.64,5.59,mww,80.0,38.9,0.26,0.01,us,us700001e09,Greece,earthquake,1.1,1.61,0.112,48,0
2024-08-11T22:10:21.977Z,31.6111,69.0169,108.1,4.55,mb,75.0,45.2,1.842,0.61,us,us700001e0a,Tibet region,earthquake,1.31,7.39,0.025,45,0
2024-08-12T09:07:48.508Z,-17.1985,-69.057,9.37,5.78,mww,91.0,136.0,1.753,0.47,us,us700001e0b,near Vanuatu,earthquake,2.47,2.11,0.045,54,0
2024-08-12T20:05:15.039Z,31.5646,6.1108,156.6,4.68,mww,73.0,11.8,1.018,0.57,us,us700001e0c,central Italy,earthquake,3.17,1.99,0.063,43,0
2024-08-13T07:02:41.570Z,-2.4208,-125.3071,19.44,5.04,mb,73.0,137.1,2.28,0.51,ci,us700001e0d,near the coast of Chile,earthquake,1.76,1.55,0.124,43,0
2024-08-13T18:00:08.101Z,-0.333,-105.7169,37.06,6.15,mb,84.0,15.5,2.434,0.49,us,us700001e0e,various,earthquake,5.55,5.82,0.048,50,1
2024-08-14T04:57:34.631Z,-26.6319,137.6877,1.31,5.18,mww,,23.4,0.876,0.46,ak,us700001e0f,near the coast of Chile,earthquake,3.53,1.61,0.034,52,0
2024-08-14T15:55:01.162Z,-7.602,158.9176,6.93,4.82,mww,73.0,130.7,1.58,0.62,us,us700001e10,near the coast of Chile,earthquake,5.4,1.23,0.089,43,0
2024-08-15T02:52:27.693Z,-3.4421,122.9226,57.0,5.2,mww,73.0,44.8,3.647,0.96,us,us700001e11,south of Fiji,earthquake,2.52,24.45,0.159,43,0
2024-08-15T13:49:54.224Z,17.7002,-74.5604,0.78,4.75,mb,80.0,41.5,0.127,0.12,us,us700001e12,Papua New Guinea region,earthquake,7.64,4.36,0.07,48,0
2024-08-16T00:47:20.755Z,22.7332,120.1972,20.09,4.69,mb,71.0,128.2,0.018,0.5,us,us700001e13,near Vanuatu,earthquake,5.83,5.8,0.215,42,0
2024-08-16T11:44:47.285Z,34.2767,87.7206,16.16,7.93,mww,106.0,85.9,0.962,0.28,us,us700001e14,northern India,earthquake,3.42,9.45,0.303,63,1
2024-08-16T22:42:13.816Z,15.4815,-30.0419,14.93,5.33,ml,92.0,59.1,0.605,0.75,us,us700001e15,various,earthquake,4.45,1.01,0.145,55,0
2024-08-17T09:39:40.347Z,1.0524,-131.6557,216.29,5.12,md,75.0,110.0,0.137,0.47,us,us700001e16,off the coast of Japan,earthquake,1.48,7.52,0.185,45,0
2024-08-17T20:37:06.878Z,49.1504,35.5949,439.53,4.76,mb,79.0,123.4,0.243,0.95,us,us700001e17,Greece,earthquake,5.44,5.69,0.101,47,0
2024-08-18T07:34:33.409Z,-35.1175,-80.4909,3.65,4.53,mb,77.0,130.8,0.447,0.9,us,us700001e18,south of Fiji,earthquake,3.8,2.62,0.106,46,0
2024-08-18T18:31:59.939Z,-5.4906,146.8867,246.01,4.52,mb,81.0,26.7,,0.34,us,us700001e19,off the coast of Japan,earthquake,1.67,1.23,0.024,48,0
2024-08-19T05:29:26.470Z,1.8992,-168.8608,2.54,4.98,mww,90.0,91.6,0.576,0.68,us,us700001e1a,south of Fiji,earthquake,1.96,4.22,0.096,54,0
